0.756836	2.158203	0.805664	0.708008	0.000000
0.761719	2.333984	0.859375	0.717773	0.000966
0.766602	1.357422	0.864258	0.727539	0.001945
0.771484	0.883789	0.859375	0.737305	0.002944
0.781250	2.563477	0.942383	0.747070	0.003944
0.791016	2.397461	0.996094	0.756836	0.004943
0.795898	3.066406	1.074219	0.776367	0.005946
0.800781	1.147461	1.059570	0.791016	0.006962
0.805664	1.083984	1.064453	0.805664	0.007933
0.810547	1.708984	1.098633	0.820312	0.008933
0.820312	2.685547	1.166992	0.839844	0.009934
0.830078	3.378906	1.250000	0.854492	0.010940
0.834961	1.796875	1.245117	0.874023	0.011933
0.844727	1.904297	1.264648	0.888672	0.012932
0.849609	0.883789	1.240234	0.903320	0.013932
0.864258	1.669922	1.264648	0.917969	0.014932
0.874023	2.153320	1.303711	0.937500	0.015934
0.883789	2.114258	1.323242	0.952148	0.016941
0.888672	1.489258	1.323242	0.966797	0.017933
0.898438	1.083984	1.313477	0.981445	0.018933
0.913086	1.308594	1.323242	0.996094	0.019934
0.922852	0.883789	1.303711	1.010742	0.020941
0.937500	2.045898	1.347656	1.025391	0.021933
0.942383	1.660156	1.357422	1.040039	0.022933
0.952148	1.850586	1.381836	1.054688	0.023933
0.961914	1.020508	1.367188	1.069336	0.024932
0.971680	0.903320	1.357422	1.083984	0.025933
0.986328	1.777344	1.386719	1.098633	0.026937
1.000977	2.724609	1.440430	1.113281	0.027943
1.015625	3.647461	1.528320	1.127930	0.028942
1.020508	1.782227	1.508789	1.147461	0.029944
1.030273	2.177734	1.538086	1.162109	0.031094
1.040039	0.883789	1.499023	1.176758	0.031944
1.054688	1.010742	1.484375	1.191406	0.032960
1.069336	2.099609	1.518555	1.201172	0.033944
1.079102	2.241211	1.542969	1.220703	0.034944
1.093750	1.962891	1.557617	1.235352	0.035946
1.103516	0.981445	1.528320	1.250000	0.036958
1.113281	1.406250	1.533203	1.259766	0.037943
1.123047	0.888672	1.508789	1.274414	0.038943
1.137695	1.845703	1.542969	1.284180	0.039943
1.142578	0.893555	1.513672	1.293945	0.040985
1.157227	0.888672	1.499023	1.303711	0.041950
1.171875	1.357422	1.503906	1.313477	0.042945
1.181641	0.888672	1.479492	1.323242	0.043945
1.191406	1.127930	1.474609	1.328125	0.044945
1.201172	0.996094	1.459961	1.337891	0.045946
1.215820	2.041016	1.489258	1.347656	0.046960
1.225586	0.893555	1.455078	1.352539	0.047944
1.240234	0.996094	1.445312	1.357422	0.048958
1.250000	0.893555	1.425781	1.362305	0.049943
1.254883	0.893555	1.406250	1.367188	0.050944
1.264648	1.806641	1.435547	1.367188	0.051950
1.279297	2.031250	1.459961	1.376953	0.052945
1.284180	2.402344	1.499023	1.381836	0.053944
1.293945	1.152344	1.479492	1.386719	0.054944
1.303711	0.893555	1.459961	1.391602	0.055946
1.313477	0.893555	1.445312	1.401367	0.056958
1.323242	0.961914	1.435547	1.401367	0.057943
1.333008	1.718750	1.464844	1.406250	0.058943
1.342773	1.479492	1.464844	1.411133	0.059943
1.347656	1.987305	1.489258	1.420898	0.060943
1.352539	0.937500	1.459961	1.420898	0.061950
1.362305	1.650391	1.474609	1.425781	0.062946
1.367188	1.054688	1.455078	1.430664	0.063946
1.376953	1.601562	1.469727	1.435547	0.064961
