0.771484	1.157227	0.751953	0.712891	0.000000
0.776367	1.093750	0.761719	0.717773	0.000997
0.781250	1.333008	0.786133	0.722656	0.001996
0.786133	1.298828	0.810547	0.727539	0.002996
0.791016	1.552734	0.844727	0.737305	0.004074
0.791016	1.210938	0.854492	0.747070	0.004987
0.800781	1.206055	0.874023	0.751953	0.005997
0.805664	1.142578	0.883789	0.761719	0.006981
0.810547	1.289062	0.908203	0.771484	0.007982
0.815430	1.489258	0.932617	0.786133	0.008994
0.820312	1.342773	0.947266	0.791016	0.009983
0.830078	1.230469	0.961914	0.800781	0.010983
0.834961	1.245117	0.971680	0.810547	0.011983
0.839844	1.308594	0.986328	0.820312	0.012983
0.844727	1.269531	0.996094	0.830078	0.014053
0.854492	1.376953	1.010742	0.839844	0.014987
0.859375	1.210938	1.020508	0.849609	0.015981
0.869141	1.459961	1.040039	0.859375	0.016981
0.874023	1.523438	1.059570	0.874023	0.017982
0.883789	1.215820	1.069336	0.883789	0.018994
0.888672	1.293945	1.079102	0.898438	0.019982
0.898438	1.191406	1.083984	0.908203	0.020983
0.908203	1.269531	1.093750	0.917969	0.021999
0.917969	1.191406	1.098633	0.927734	0.022982
0.927734	1.450195	1.118164	0.937500	0.024059
0.937500	1.479492	1.137695	0.947266	0.024997
0.942383	1.274414	1.142578	0.961914	0.025996
0.947266	1.401367	1.152344	0.971680	0.026995
0.952148	1.606445	1.176758	0.981445	0.027996
0.961914	1.401367	1.181641	0.991211	0.029011
0.966797	1.298828	1.186523	1.000977	0.029996
0.976562	1.464844	1.201172	1.010742	0.030996
0.986328	1.176758	1.196289	1.020508	0.031995
0.996094	1.015625	1.191406	1.030273	0.032996
1.005859	1.083984	1.191406	1.040039	0.034074
1.015625	1.337891	1.201172	1.049805	0.034996
1.020508	1.220703	1.206055	1.059570	0.035995
1.030273	1.147461	1.206055	1.064453	0.036996
1.040039	0.986328	1.201172	1.074219	0.038012
1.049805	0.844727	1.191406	1.083984	0.039172
1.059570	1.176758	1.201172	1.088867	0.039997
1.074219	0.971680	1.196289	1.093750	0.040996
1.083984	1.181641	1.206055	1.103516	0.041995
1.088867	1.069336	1.206055	1.108398	0.042995
1.093750	1.054688	1.206055	1.118164	0.044072
1.103516	1.323242	1.215820	1.127930	0.044997
1.108398	1.157227	1.210938	1.132812	0.045995
1.118164	1.279297	1.215820	1.142578	0.046996
1.123047	1.323242	1.225586	1.152344	0.047996
1.127930	1.215820	1.225586	1.157227	0.048996
1.137695	1.323242	1.230469	1.166992	0.050004
1.147461	1.435547	1.235352	1.171875	0.050995
1.157227	1.142578	1.235352	1.176758	0.051996
1.166992	1.376953	1.245117	1.186523	0.052995
1.171875	1.245117	1.250000	1.191406	0.054082
1.181641	1.083984	1.250000	1.196289	0.054995
1.191406	1.303711	1.254883	1.201172	0.055996
1.196289	1.191406	1.254883	1.201172	0.056996
1.201172	1.059570	1.254883	1.206055	0.057995
1.210938	1.044922	1.254883	1.210938	0.058996
1.220703	1.245117	1.259766	1.215820	0.060002
1.230469	1.137695	1.259766	1.215820	0.060996
1.240234	1.259766	1.259766	1.220703	0.061996
1.250000	1.215820	1.264648	1.225586	0.062995
1.254883	1.250000	1.264648	1.225586	0.064073
1.259766	1.323242	1.269531	1.230469	0.064996
1.264648	1.435547	1.274414	1.235352	0.065995
1.269531	1.401367	1.279297	1.235352	0.066996
1.274414	1.113281	1.274414	1.240234	0.067996
1.279297	1.093750	1.269531	1.240234	0.068996
1.284180	0.957031	1.264648	1.245117	0.070017
1.293945	1.040039	1.259766	1.245117	0.070996
1.298828	1.259766	1.264648	1.250000	0.071995
1.303711	1.293945	1.269531	1.250000	0.072995
1.303711	1.235352	1.274414	1.254883	0.074072
1.308594	1.093750	1.274414	1.254883	0.074996
1.313477	1.318359	1.279297	1.259766	0.075996
1.313477	1.108398	1.274414	1.259766	0.076996
1.318359	1.157227	1.274414	1.264648	0.077995
1.323242	1.425781	1.284180	1.264648	0.078995
1.323242	1.318359	1.284180	1.264648	0.080146
1.323242	1.279297	1.284180	1.269531	0.080997
1.328125	1.508789	1.298828	1.274414	0.081996
1.333008	1.572266	1.308594	1.274414	0.082996
1.333008	1.347656	1.308594	1.279297	0.084072
1.337891	1.645508	1.323242	1.284180	0.084996
1.337891	1.181641	1.318359	1.289062	0.086012
1.342773	1.166992	1.313477	1.293945	0.086996
1.347656	1.596680	1.333008	1.298828	0.087996
1.352539	1.743164	1.352539	1.303711	0.088996
1.357422	1.196289	1.342773	1.303711	0.090032
1.362305	1.196289	1.342773	1.308594	0.091003
1.362305	1.284180	1.347656	1.313477	0.091996
1.372070	1.494141	1.357422	1.318359	0.092995
1.376953	1.611328	1.372070	1.323242	0.094074
1.381836	1.220703	1.362305	1.328125	0.094996
1.386719	1.621094	1.376953	1.333008	0.095995
1.391602	1.259766	1.372070	1.337891	0.096995
1.396484	1.381836	1.376953	1.342773	0.097995
1.401367	1.391602	1.376953	1.352539	0.098996
1.406250	1.025391	1.362305	1.352539	0.099996
1.406250	1.113281	1.357422	1.357422	0.101002
1.411133	1.069336	1.352539	1.357422	0.102011
1.411133	1.230469	1.357422	1.357422	0.102996
1.416016	1.430664	1.362305	1.362305	0.104072
1.416016	1.259766	1.362305	1.362305	0.104996
1.420898	0.947266	1.347656	1.367188	0.105996
1.425781	1.547852	1.362305	1.367188	0.106996
1.430664	1.425781	1.372070	1.372070	0.107995
1.430664	1.044922	1.357422	1.376953	0.108995
1.435547	1.635742	1.381836	1.381836	0.109996
1.440430	1.386719	1.381836	1.386719	0.111002
1.445312	1.401367	1.386719	1.386719	0.111996
1.450195	1.083984	1.372070	1.391602	0.112996
1.455078	1.264648	1.372070	1.396484	0.114072
1.459961	1.557617	1.386719	1.401367	0.114996
1.464844	1.303711	1.381836	1.401367	0.115995
1.464844	1.206055	1.372070	1.406250	0.116996
1.469727	1.323242	1.376953	1.406250	0.118012
1.474609	1.079102	1.367188	1.411133	0.118996
1.479492	1.518555	1.381836	1.416016	0.119996
1.479492	1.235352	1.381836	1.416016	0.121133
1.479492	1.127930	1.372070	1.420898	0.121996
1.484375	1.406250	1.381836	1.425781	0.122995
1.484375	0.961914	1.367188	1.425781	0.124073
1.489258	1.503906	1.381836	1.430664	0.124996
1.494141	1.552734	1.391602	1.430664	0.125996
1.494141	1.215820	1.386719	1.435547	0.126996
1.494141	1.210938	1.386719	1.435547	0.127995
1.499023	1.293945	1.386719	1.440430	0.128996
1.499023	1.264648	1.386719	1.440430	0.129996
1.503906	1.381836	1.386719	1.440430	0.131037
1.503906	1.264648	1.386719	1.445312	0.132003
1.508789	0.917969	1.367188	1.445312	0.132996
1.513672	1.372070	1.372070	1.450195	0.134082
1.513672	1.420898	1.376953	1.450195	0.134995
1.518555	0.971680	1.362305	1.450195	0.135995
1.523438	1.274414	1.362305	1.450195	0.136996
1.528320	1.191406	1.362305	1.450195	0.137996
1.533203	1.025391	1.352539	1.445312	0.138996
1.538086	1.357422	1.362305	1.445312	0.139995
1.542969	1.425781	1.367188	1.450195	0.140996
1.542969	1.230469	1.367188	1.450195	0.142002
1.547852	1.503906	1.381836	1.450195	0.142996
1.552734	1.586914	1.386719	1.455078	0.144073
1.557617	1.430664	1.386719	1.455078	0.144996
